Year,Grade_Level,Assessment,Program,Board,Sex,Adaptation,IPP,Exemption,Eligible,Math_Score,Math_Level
2014-15,6,M,English,CCRSB,M,,,,Yes,423,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,591,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,591,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,459,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,323,Level 1
2014-15,6,M,English,HRSB,M,,,,Yes,591,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,577,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,448,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,621,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,483,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,476,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,631,Level 4
2014-15,6,M,English,HRSB,F,,,,Yes,392,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,566,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,607,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,578,Level 3
2014-15,6,M,French Immersion,HRSB,M,,,,Yes,554,Level 3
2012-13,6,M,English,CCRSB,M,,,,Yes,,Not enough evidence
2014-15,6,M,English,HRSB,M,,,,Yes,591,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,540,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,555,Level 3
2014-15,6,M,English,HRSB,F,Yes,,,Yes,400,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,557,Level 3
2014-15,6,M,English,HRSB,M,Yes,,,Yes,578,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,588,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,335,Level 1
2014-15,6,M,English,HRSB,M,,,,Yes,542,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,510,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,538,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,421,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,526,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,630,Level 4
2014-15,6,M,English,CBVRSB,F,,,,Yes,421,Level 2
2014-15,6,M,English,SRSB,M,,,,Yes,377,Level 2
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,564,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,413,Level 2
2014-15,6,M,English,SRSB,M,,,,Yes,357,Level 1
2014-15,6,M,English,TCRSB,F,,,,Yes,588,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,527,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,592,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,404,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,570,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,484,Level 3
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,432,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,422,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,450,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,372,Level 1
2014-15,6,M,English,SRSB,M,,,,Yes,443,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,389,Level 2
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,374,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,408,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,462,Level 3
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,270,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,567,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,556,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,441,Level 2
2014-15,6,M,English,SSRSB,M,,,,Yes,407,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,415,Level 2
2014-15,6,M,English,CBVRSB,F,,,,Yes,499,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,496,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,370,Level 1
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,385,Level 2
2014-15,6,M,English,SSRSB,F,,,,Yes,585,Level 3
2014-15,6,M,English,SSRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SSRSB,M,,,,Yes,622,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,318,Level 1
2014-15,6,M,English,SSRSB,M,,,,Yes,606,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,571,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,551,Level 3
2014-15,6,M,English,SSRSB,M,,,,Yes,693,Level 4
2014-15,6,M,English,SSRSB,F,,,,Yes,617,Level 3
2014-15,6,M,English,SSRSB,M,,,,Yes,485,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,661,Level 4
2014-15,6,M,English,SSRSB,M,,,,Yes,431,Level 2
2014-15,6,M,English,SSRSB,M,,,,Yes,447,Level 3
2014-15,6,M,English,SSRSB,M,,,,Yes,541,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,475,Level 3
2014-15,6,M,English,SRSB,M,Yes,,,Yes,326,Level 1
2014-15,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,575,Level 3
2014-15,6,M,English,SRSB,M,Yes,,,Yes,,Not enough evidence
2014-15,6,M,English,SRSB,M,,,,Yes,543,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,597,Level 3
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,459,Level 3
2014-15,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,319,Level 1
2014-15,6,M,English,SRSB,F,,,,Yes,443,Level 2
2014-15,6,M,English,SRSB,M,,,,Yes,608,Level 3
2014-15,6,M,English,SRSB,F,Yes,,,Yes,366,Level 1
2014-15,6,M,English,SRSB,M,,,,Yes,564,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,534,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,525,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,515,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,518,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,519,Level 3
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,361,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,418,Level 2
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,582,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,513,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,555,Level 3
2014-15,6,M,French Immersion,AVRSB,M,,,,Yes,524,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,438,Level 2
2014-15,6,M,French Immersion,AVRSB,M,,,,Yes,509,Level 3
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,365,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,370,Level 1
2014-15,6,M,English,HRSB,M,Yes,,,Yes,582,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,317,Level 1
2014-15,6,M,English,CBVRSB,M,,,,Yes,424,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,550,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,527,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,543,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,561,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,498,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,487,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,296,Level 1
2014-15,6,M,English,HRSB,F,,,,Yes,501,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,582,Level 3
2014-15,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,French Immersion,HRSB,F,,,,Yes,481,Level 3
2014-15,6,M,English,HRSB,F,Yes,,,Yes,389,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,464,Level 3
2014-15,6,M,French Immersion,HRSB,F,,,,Yes,616,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,542,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,497,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,580,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,495,Level 3
2014-15,6,M,French Immersion,HRSB,M,,,,Yes,526,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,410,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,479,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,497,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,660,Level 4
2014-15,6,M,English,HRSB,F,,,,Yes,522,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,604,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,511,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,462,Level 3
2014-15,6,M,English,CBVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,F,Yes,,,Yes,409,Level 2
2014-15,6,M,English,CBVRSB,F,Yes,,,Yes,399,Level 2
2014-15,6,M,English,CBVRSB,F,,,,Yes,520,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,522,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,447,Level 3
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,564,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,510,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,618,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,508,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,525,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,617,Level 3
2014-15,6,M,English,CBVRSB,F,Yes,,,Yes,378,Level 2
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,467,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,482,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,584,Level 3
2012-13,6,M,English,HRSB,F,,,,Yes,473,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,452,Level 3
2014-15,6,M,English,SRSB,M,Yes,,,Yes,406,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,435,Level 2
2014-15,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,511,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,426,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,483,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,358,Level 1
2014-15,6,M,English,SRSB,F,,,,Yes,452,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,525,Level 3
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,507,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,616,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,377,Level 2
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,599,Level 3
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,543,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,432,Level 2
2014-15,6,M,English,SRSB,M,Yes,,,Yes,399,Level 2
2014-15,6,M,English,SRSB,M,,,,Yes,517,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,439,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,442,Level 2
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,404,Level 2
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,371,Level 1
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,330,Level 1
2014-15,6,M,English,SRSB,F,,,,Yes,538,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,568,Level 3
2014-15,6,M,French Immersion,SRSB,M,,,,Yes,486,Level 3
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,693,Level 4
2014-15,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2013-14,6,M,French Immersion,HRSB,F,,,,Yes,476,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,614,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,519,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,547,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,504,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,449,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,449,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,439,Level 2
2014-15,6,M,French Immersion,HRSB,F,,,,Yes,554,Level 3
2014-15,6,M,French Immersion,HRSB,F,Yes,,,Yes,482,Level 3
2014-15,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,M,,,,Yes,567,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,560,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,339,Level 1
2014-15,6,M,English,SSRSB,M,Yes,,,Yes,384,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,389,Level 2
2014-15,6,M,English,CBVRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CBVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,F,,,,Yes,428,Level 2
2014-15,6,M,French Immersion,AVRSB,M,,,,Yes,362,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,435,Level 2
2013-14,6,M,English,HRSB,F,,,,Yes,518,Level 3
2014-15,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,522,Level 3
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,523,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,621,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,339,Level 1
2014-15,6,M,English,AVRSB,M,Yes,,,Yes,468,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,562,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,598,Level 3
2014-15,6,M,French Immersion,HRSB,F,,,,Yes,672,Level 4
2014-15,6,M,English,AVRSB,M,,,,Yes,592,Level 3
2014-15,6,M,English,AVRSB,M,Yes,,,Yes,371,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,666,Level 4
2014-15,6,M,English,AVRSB,M,,,,Yes,552,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,F,,,,Yes,477,Level 3
2014-15,6,M,French Immersion,SRSB,F,,,,Yes,488,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,618,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,498,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,528,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,543,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,680,Level 4
2014-15,6,M,English,AVRSB,M,,,,Yes,633,Level 4
2014-15,6,M,English,AVRSB,F,,,,Yes,596,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,552,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,573,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,537,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,620,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,771,Level 4
2014-15,6,M,English,AVRSB,M,Yes,,,Yes,545,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,470,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,,,Yes,369,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,552,Level 3
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,293,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,453,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,569,Level 3
2014-15,6,M,English,AVRSB,M,,,,Yes,428,Level 2
2014-15,6,M,English,TCRSB,F,,,,Yes,410,Level 2
2014-15,6,M,English,HRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,HRSB,M,,,,Yes,632,Level 4
2014-15,6,M,English,HRSB,F,Yes,,,Yes,487,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,376,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,420,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,385,Level 2
2014-15,6,M,English,HRSB,M,Yes,,,Yes,413,Level 2
2014-15,6,M,English,HRSB,F,,,,Yes,534,Level 3
2013-14,6,M,English,HRSB,M,,,,Yes,497,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,279,Level 1
2014-15,6,M,English,HRSB,M,,,,Yes,375,Level 2
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,574,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,602,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,387,Level 2
2014-15,6,M,English,CBVRSB,F,,,,Yes,496,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,454,Level 3
2014-15,6,M,English,CBVRSB,F,Yes,,,Yes,540,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,447,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,600,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,,Not enough evidence
2014-15,6,M,English,CBVRSB,F,,,,Yes,482,Level 3
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,483,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,496,Level 3
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,393,Level 2
2014-15,6,M,English,CCRSB,F,Yes,,,Yes,431,Level 2
2014-15,6,M,English,CBVRSB,M,,,,Yes,325,Level 1
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,252,Level 1
2014-15,6,M,English,CBVRSB,F,,,,Yes,311,Level 1
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,363,Level 1
2014-15,6,M,English,CBVRSB,F,,,,Yes,466,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,428,Level 2
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,397,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,586,Level 3
2014-15,6,M,English,HRSB,M,Yes,,,Yes,317,Level 1
2014-15,6,M,English,HRSB,M,,,,Yes,495,Level 3
2014-15,6,M,French Immersion,HRSB,M,,,,Yes,529,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,577,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,639,Level 4
2014-15,6,M,English,CCRSB,F,,,,Yes,608,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,586,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,660,Level 4
2014-15,6,M,English,CCRSB,M,,,,Yes,498,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,449,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,428,Level 2
2014-15,6,M,English,CCRSB,M,,,,Yes,599,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,473,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,455,Level 3
2014-15,6,M,English,CCRSB,M,Yes,,,Yes,430,Level 2
2014-15,6,M,English,CCRSB,F,,,,Yes,546,Level 3
2014-15,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CCRSB,M,,,,Yes,549,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,572,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,530,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,590,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,418,Level 2
2014-15,6,M,English,CCRSB,M,,,,Yes,458,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,594,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,416,Level 2
2014-15,6,M,English,SSRSB,M,Yes,,,Yes,338,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,388,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,485,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,509,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,522,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,450,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,458,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,593,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,HRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,,,Yes,383,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,365,Level 1
2014-15,6,M,English,AVRSB,M,,,,Yes,346,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,506,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,568,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,599,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,545,Level 3
2014-15,6,M,English,CBVRSB,M,,,,Yes,509,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,502,Level 3
2014-15,6,M,English,CBVRSB,F,,,,Yes,430,Level 2
2014-15,6,M,English,AVRSB,F,Yes,,,Yes,380,Level 2
2014-15,6,M,English,HRSB,M,Yes,,,Yes,306,Level 1
2014-15,6,M,English,CCRSB,M,Yes,,,Yes,392,Level 2
2014-15,6,M,French Immersion,CCRSB,M,,,,Yes,558,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,601,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,479,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,550,Level 3
2014-15,6,M,English,CCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CCRSB,F,,,,Yes,517,Level 3
2014-15,6,M,English,CCRSB,F,,,,Yes,557,Level 3
2014-15,6,M,English,CCRSB,F,Yes,,,Yes,411,Level 2
2014-15,6,M,English,CBVRSB,M,,,,Yes,493,Level 3
2014-15,6,M,English,CBVRSB,M,Yes,,,Yes,460,Level 3
2013-14,6,M,English,HRSB,F,,,,Yes,490,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,478,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,,,Yes,403,Level 2
2014-15,6,M,English,AVRSB,F,,,,Yes,424,Level 2
2014-15,6,M,English,AVRSB,M,,,,Yes,310,Level 1
2014-15,6,M,English,AVRSB,F,,,,Yes,487,Level 3
2014-15,6,M,English,AVRSB,F,,,,Yes,452,Level 3
2014-15,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,AVRSB,M,,,,Yes,456,Level 3
2013-14,6,M,English,AVRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,HRSB,M,,,,Yes,554,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,470,Level 3
2014-15,6,M,French Immersion,HRSB,F,,,,Yes,549,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,370,Level 1
2014-15,6,M,English,CCRSB,F,,,,Yes,567,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,524,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,334,Level 1
2014-15,6,M,English,HRSB,F,,,,Yes,477,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,506,Level 3
2014-15,6,M,English,HRSB,M,,,,Yes,436,Level 2
2014-15,6,M,English,HRSB,M,,,,Yes,530,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,343,Level 1
2013-14,6,M,English,HRSB,F,,,,Yes,418,Level 2
2014-15,6,M,French Immersion,HRSB,F,,,,Yes,471,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,379,Level 2
2014-15,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,F,,,,Yes,413,Level 2
2014-15,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,F,,,,Yes,527,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,482,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,502,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,496,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,393,Level 2
2014-15,6,M,English,SRSB,F,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,F,,,,Yes,348,Level 1
2014-15,6,M,English,SRSB,M,,,,Yes,518,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,334,Level 1
2014-15,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,M,,,,Yes,292,Level 1
2014-15,6,M,English,SRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,SRSB,F,,,,Yes,436,Level 2
2014-15,6,M,English,SRSB,M,,,,Yes,426,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,512,Level 3
2014-15,6,M,English,HRSB,F,,,,Yes,536,Level 3
2014-15,6,M,English,SSRSB,M,,,,Yes,662,Level 4
2014-15,6,M,English,AVRSB,F,,,,Yes,582,Level 3
2014-15,6,M,English,SSRSB,M,,,,Yes,616,Level 3
2014-15,6,M,English,SSRSB,M,Yes,,,Yes,370,Level 1
2014-15,6,M,English,SSRSB,F,,,,Yes,472,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,768,Level 4
2014-15,6,M,English,SSRSB,M,,,,Yes,422,Level 2
2014-15,6,M,English,SSRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,CCRSB,M,,,,Yes,371,Level 1
2014-15,6,M,English,CCRSB,M,,,,Yes,299,Level 1
2014-15,6,M,English,SRSB,M,,,,Yes,644,Level 4
2014-15,6,M,English,SRSB,F,,,,Yes,607,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,564,Level 3
2014-15,6,M,English,SRSB,M,,,,Yes,440,Level 2
2014-15,6,M,English,SRSB,M,,,,Yes,581,Level 3
2014-15,6,M,English,SRSB,F,,,,Yes,568,Level 3
2014-15,6,M,English,CCRSB,M,,,,Yes,605,Level 3
2014-15,6,M,French Immersion,SSRSB,M,,,,Yes,597,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,518,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,544,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,496,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,589,Level 3
2014-15,6,M,English,SSRSB,F,,,,Yes,510,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,519,Level 3
2014-15,6,M,English,TCRSB,M,,,,Yes,514,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,542,Level 3
2014-15,6,M,English,TCRSB,F,,,,Yes,341,Level 1
2014-15,6,M,English,TCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,M,,,,Yes,390,Level 2
2014-15,6,M,English,TCRSB,M,,,,Yes,586,Level 3
2014-15,6,M,English,TCRSB,M,,,Yes,No,,Did not participate
2014-15,6,M,English,TCRSB,M,,Yes,,No,,Did not participate
2014-15,6,M,English,TCRSB,F,,,,Yes,403,Level 2
2014-15,6,M,English,SSRSB,F,Yes,,,Yes,410,Level 2
2014-15,6,M,English,SRSB,F,,,,Yes,793,Level 4
